movie_id,movie_title,title_year,language,country,color,genres,imdb_score,plot_keywords,director_name,num_voted_users,num_user_for_reviews,num_critic_for_reviews,content_rating,facenumber_in_poster,movie_imdb_link,,,,
,From Hell,2001,English,USA,Color,Horror|Mystery|Thriller,6.8,freemason|jack the ripper|opium|prostitute|victorian era,Albert Hughes,124765,541,208,R,1,http://www.imdb.com/title/tt0120681/?ref_=fn_tt_tt_1,,,,          
,The Shipping News,2001,English,USA,Color,Drama,6.8,employee employer relationship|husband wife relationship|newspaper|ship|wake,Lasse Hallström,28542,208,119,R,3,http://www.imdb.com/title/tt0120824/?ref_=fn_tt_tt_1,,,,          
,American Outlaws,2001,English,USA,Color,Action|Western,6,legend|old west|outlaw|railroad|stealing from the rich,Les Mayfield,12077,162,44,PG-13,2,http://www.imdb.com/title/tt0244000/?ref_=fn_tt_tt_1,,,,          
,Exit Wounds,2001,English,USA,Color,Action|Comedy|Crime|Drama|Thriller,5.5,corrupt cop|drug dealer|drugs|heroin|vice president,Andrzej Bartkowiak,27580,232,107,R,0,http://www.imdb.com/title/tt0242445/?ref_=fn_tt_tt_1,,,,          
,Hearts in Atlantis,2001,English,USA,Color,Drama|Mystery,6.9,based on multiple works|bully|kiss|memory|mysterious stranger,Scott Hicks,30339,268,135,PG-13,1,http://www.imdb.com/title/tt0252501/?ref_=fn_tt_tt_1,,,,          
,American Pie 2,2001,English,USA,Color,Comedy,6.4,beach|beach house|college|party|student,J.B. Rogers,200260,431,142,R,0,http://www.imdb.com/title/tt0252866/?ref_=fn_tt_tt_1,,,,          
,The Princess Diaries,2001,English,USA,Color,Comedy|Family|Romance,6.2,cinderella story|fish out of water|makeover|manners|princess,Garry Marshall,94049,301,108,G,2,http://www.imdb.com/title/tt0247638/?ref_=fn_tt_tt_1,,,,          
,Down to Earth,2001,English,USA,Color,Comedy|Fantasy,5.4,angel|butler|heaven|manhattan new york city|reincarnation,Chris Weitz,19079,122,61,PG-13,1,http://www.imdb.com/title/tt0231775/?ref_=fn_tt_tt_1,,,,          
,Blow,2001,English,USA,Color,Biography|Crime|Drama,7.6,1960s|1970s|california|cocaine|wealth,Ted Demme,198066,426,147,R,1,http://www.imdb.com/title/tt0221027/?ref_=fn_tt_tt_1,,,,          
,What's the Worst That Could Happen?,2001,English,USA,Color,Comedy|Crime,5.5,businessman|ring|thief|vulgarity|washington d.c.,Sam Weisman,12466,84,64,PG-13,0,http://www.imdb.com/title/tt0161083/?ref_=fn_tt_tt_1,,,,          
,Antitrust,2001,English,USA,Color,Action|Crime|Drama|Thriller,6.1,boss|communications|computer|genius|job,Peter Howitt,25558,221,123,PG-13,2,http://www.imdb.com/title/tt0218817/?ref_=fn_tt_tt_1,,,,          
,Along Came a Spider,2001,English,USA,Color,Crime|Drama|Thriller,6.3,kidnapping|partner|ransom|school|secret service,Lee Tamahori,59232,317,133,R,0,http://www.imdb.com/title/tt0164334/?ref_=fn_tt_tt_1,,,,          
,The Wedding Planner,2001,English,Germany,Color,Comedy|Romance,5.2,chick flick|doctor|horseback riding|wedding|wedding planner,Adam Shankman,61317,229,108,PG-13,2,http://www.imdb.com/title/tt0209475/?ref_=fn_tt_tt_1,,,,          
,The Royal Tenenbaums,2001,English,USA,Color,Comedy|Drama,7.6,brother brother relationship|family relationships|father daughter relationship|genius|thrown through a window,Wes Anderson,209133,962,220,R,1,http://www.imdb.com/title/tt0265666/?ref_=fn_tt_tt_1,,,,          
,Serendipity,2001,English,USA,Color,Comedy|Romance,6.9,christmas|destiny|fate|love|serendipity,Peter Chelsom,85423,374,122,PG-13,0,http://www.imdb.com/title/tt0240890/?ref_=fn_tt_tt_1,,,,          
,Zoolander,2001,English,Germany,Color,Comedy,6.6,fashion|malaysia|male model|reporter|rival,Ben Stiller,201084,523,135,PG-13,0,http://www.imdb.com/title/tt0196229/?ref_=fn_tt_tt_1,,,,          
,Winged Migration,2001,English,France,Color,Documentary,8,arctic|bad weather|flight|migration|ocean,Jacques Perrin,10369,153,100,G,0,http://www.imdb.com/title/tt0301727/?ref_=fn_tt_tt_1,,,,          
,Ghosts of Mars,2001,English,USA,Color,Action|Horror|Sci-Fi,4.9,head on a stake|machine gun|martian|nuclear reactor|outer space,John Carpenter,43006,460,156,R,5,http://www.imdb.com/title/tt0228333/?ref_=fn_tt_tt_1,,,,          
,Formula 51,2001,English,UK,Color,Action|Comedy|Crime|Thriller,6.3,american in the uk|drug lord|drugs|gangster|organized crime,Ronny Yu,42876,167,95,R,2,http://www.imdb.com/title/tt0227984/?ref_=fn_tt_tt_1,,,,          
,Original Sin,2001,English,France,Color,Drama|Mystery|Romance|Thriller,6,delaware|erotica|money|pursuit|sex scene,Michael Cristofer,44913,181,93,R,1,http://www.imdb.com/title/tt0218922/?ref_=fn_tt_tt_1,,,,          
,The Curse of the Jade Scorpion,2001,English,USA,Color,Comedy|Crime|Mystery|Romance,6.8,efficiency expert|insurance investigator|magician|scorpion|thief,Woody Allen,31798,178,116,PG-13,0,http://www.imdb.com/title/tt0256524/?ref_=fn_tt_tt_1,,,,          
,Jimmy Neutron: Boy Genius,2001,English,USA,Color,Action|Adventure|Animation|Comedy|Family|Sci-Fi,6,alien|boy genius|children|genius|rescue,John A. Davis,23943,118,66,G,0,http://www.imdb.com/title/tt0268397/?ref_=fn_tt_tt_1,,,,          
,Bridget Jones's Diary,2001,English,UK,Color,Comedy|Drama|Romance,6.7,american actress playing british character|book publishing|calorie counting|employer employee relationship|rabbit costume,Sharon Maguire,171568,571,168,R,3,http://www.imdb.com/title/tt0243155/?ref_=fn_tt_tt_1,,,,          
,Kiss of the Dragon,2001,English,France,Color,Action|Crime|Drama|Thriller,6.6,action hero|chinese|forced prostitution|one man army|title spoken by character,Chris Nahon,53126,254,116,R,1,http://www.imdb.com/title/tt0271027/?ref_=fn_tt_tt_1,,,,          
,Crocodile Dundee in Los Angeles,2001,English,Australia,Color,Adventure|Comedy|Crime,4.8,boat|crocodile|garbage can|knife|paramount pictures,Simon Wincer,19699,119,71,PG,0,http://www.imdb.com/title/tt0231402/?ref_=fn_tt_tt_1,,,,          
,Say It Isn't So,2001,English,USA,Color,Comedy|Romance,4.9,bestiality|brother sister incest|fisting|hit on the head with a pipe|wedding,J.B. Rogers,11375,91,87,R,2,http://www.imdb.com/title/tt0239949/?ref_=fn_tt_tt_1,,,,          
,Double Take,2001,English,USA,Color,Action|Comedy|Crime|Thriller,5.3,cia|cia agent|fbi|mexico|train,George Gallo,5431,50,45,PG-13,2,http://www.imdb.com/title/tt0238948/?ref_=fn_tt_tt_1,,,,          
,Someone Like You...,2001,English,USA,Color,Comedy|Romance,6.1,apartment|girl in panties|roommate|thong panties|upskirt,Tony Goldwyn,19709,167,92,PG-13,3,http://www.imdb.com/title/tt0244970/?ref_=fn_tt_tt_1,,,,          
,Joy Ride,2001,English,USA,Color,Mystery|Thriller,6.6,embarrassing male nudity|embarrassing nudity|male nudity|truck|truck driver,John Dahl,53415,339,140,R,2,http://www.imdb.com/title/tt0206314/?ref_=fn_tt_tt_1,,,,          
,The Animal,2001,English,USA,Color,Comedy|Sci-Fi,4.8,camera focus on a female butt|cartoon on tv|forest|hairy buttocks|seal the animal,Luke Greenfield,47383,132,75,PG-13,1,http://www.imdb.com/title/tt0255798/?ref_=fn_tt_tt_1,,,,          
,I Am Sam,2001,English,USA,Color,Drama,7.6,child custody|custody battle|disability|mentally impaired man|single father,Jessie Nelson,121937,431,129,PG-13,0,http://www.imdb.com/title/tt0277027/?ref_=fn_tt_tt_1,,,,          
,Saving Silverman,2001,English,USA,Color,Comedy|Crime|Romance,5.9,female nudity|friend|kidnapping|love|nun,Dennis Dugan,33287,201,97,PG-13,1,http://www.imdb.com/title/tt0239948/?ref_=fn_tt_tt_1,,,,          
,Jay and Silent Bob Strike Back,2001,English,USA,Color,Comedy,6.9,internet|jay and silent bob|new jersey|orangutan|police,Kevin Smith,128593,867,181,R,5,http://www.imdb.com/title/tt0261392/?ref_=fn_tt_tt_1,,,,          
,The Glass House,2001,English,USA,Color,Crime|Drama|Mystery|Thriller,5.8,car|car accident|death|friend|glass,Daniel Sackheim,25462,200,95,PG-13,1,http://www.imdb.com/title/tt0221218/?ref_=fn_tt_tt_1,,,,          
,Josie and the Pussycats,2001,English,Canada,Color,Comedy|Music,5.3,based on tv series|fictional band|girl band|music industry|pop band,Harry Elfont,18900,242,93,PG-13,0,http://www.imdb.com/title/tt0236348/?ref_=fn_tt_tt_1,,,,          
,Megiddo: The Omega Code 2,2001,English,USA,Color,Action|Adventure|Fantasy|Sci-Fi|Thriller,4.1,armageddon|battle|end times|reference to satan|sequel,Brian Trenchard-Smith,2253,111,18,PG-13,0,http://www.imdb.com/title/tt0263728/?ref_=fn_tt_tt_1,,,,          
,Hardball,2001,English,USA,Color,Drama|Sport,6.3,coach|gambling|housing project|little league|little league baseball,Brian Robbins,22649,131,85,PG-13,3,http://www.imdb.com/title/tt0180734/?ref_=fn_tt_tt_1,,,,          
,Thir13en Ghosts,2001,English,USA,Color,Horror,5.5,collector|ghost|ghost hunter|glass house|machine,Steve Beck,65512,478,149,R,0,http://www.imdb.com/title/tt0245674/?ref_=fn_tt_tt_1,,,,          
,Spirited Away,2001,Japanese,Japan,Color,Adventure|Animation|Family|Fantasy,8.6,anime|bathhouse|pig|spirit|work,Hayao Miyazaki,417971,902,246,PG,0,http://www.imdb.com/title/tt0245429/?ref_=fn_tt_tt_1,,,,          
,Legally Blonde,2001,English,USA,Color,Comedy|Romance,6.2,blonde|harvard|law|law school|sorority,Robert Luketic,131801,548,163,PG-13,1,http://www.imdb.com/title/tt0250494/?ref_=fn_tt_tt_1,,,,          
,Gosford Park,2001,English,UK,Color,Drama|Mystery,7.3,country house|murder|producer|servant|shooting party,Robert Altman,65201,651,187,R,0,http://www.imdb.com/title/tt0280707/?ref_=fn_tt_tt_1,,,,          
,Life as a House,2001,English,USA,Color,Drama,7.5,cancer|construction|house|house construction|neighbor,Irwin Winkler,39105,359,99,R,0,http://www.imdb.com/title/tt0264796/?ref_=fn_tt_tt_1,,,,          
,The Tailor of Panama,2001,English,USA,Color,Drama|Thriller,6.1,canal|panama|president|spy|tailor,John Boorman,23728,213,104,R,0,http://www.imdb.com/title/tt0236784/?ref_=fn_tt_tt_1,,,,          
,The Others,2001,English,USA,Color,Fantasy|Horror|Thriller,7.6,curtain|haunting|mansion|mute|xeroderma pigmentosum,Alejandro Amenábar,268581,1109,239,PG-13,0,http://www.imdb.com/title/tt0230600/?ref_=fn_tt_tt_1,,,,          
,Summer Catch,2001,English,USA,Color,Comedy|Drama|Romance|Sport,4.9,baseball|baseball player|night|rivalry|summer,Michael Tollin,12993,107,50,PG-13,2,http://www.imdb.com/title/tt0234829/?ref_=fn_tt_tt_1,,,,          
,See Spot Run,2001,English,USA,Color,Action|Comedy|Crime|Family,5.4,boy|fbi|mailman|van|witness protection,John Whitesell,7392,53,51,PG,0,http://www.imdb.com/title/tt0250720/?ref_=fn_tt_tt_1,,,,          
,Baby Boy,2001,English,USA, Black and White,Crime|Drama|Romance|Thriller,6.4,cartoon on tv|family relationships|physical abuse|single parent|two word title,John Singleton,9566,81,41,R,2,http://www.imdb.com/title/tt0255819/?ref_=fn_tt_tt_1,,,,          
,Joe Dirt,2001,English,USA,Color,Adventure|Comedy|Drama,5.9,first part|grand canyon|highway travel|indian|janitor,Dennie Gordon,41664,205,78,PG-13,0,http://www.imdb.com/title/tt0245686/?ref_=fn_tt_tt_1,,,,          
,Madison,2001,English,USA,Color,Drama|Sport,6.5,boat racing|hydroplane|loyalty|one word title|scolding,William Bindley,1033,26,21,PG,0,http://www.imdb.com/title/tt0206113/?ref_=fn_tt_tt_1,,,,          
,Wasabi,2001,French,France,Color,Action|Comedy|Crime|Drama|Thriller,6.6,french|inheritance|japan|letter|police detective hero,Gérard Krawczyk,29392,91,40,R,1,http://www.imdb.com/title/tt0281364/?ref_=fn_tt_tt_1,,,,          
,Not Another Teen Movie,2001,English,USA,Color,Comedy,5.7,cheerleader|foreign exchange student|incestuous desire|incestuous kiss|prom,Joel Gallen,80305,393,97,R,0,http://www.imdb.com/title/tt0277371/?ref_=fn_tt_tt_1,,,,          
,Freddy Got Fingered,2001,English,USA,Color,Comedy,4.5,animator|bamboo cane|cartoonist|sausage|slacker,Tom Green,39788,619,97,R,1,http://www.imdb.com/title/tt0240515/?ref_=fn_tt_tt_1,,,,          
,Knockaround Guys,2001,English,USA,Color,Crime|Drama|Thriller,6.1,mob|mobster|money|montana|sheriff,Brian Koppelman,19768,135,57,R,1,http://www.imdb.com/title/tt0211465/?ref_=fn_tt_tt_1,,,,          
,Mulholland Drive,2001,English,France,Color,Drama|Mystery|Thriller,8,amnesia|car accident|female protagonist|lesbian sex|loss of memory,David Lynch,235992,1768,252,R,1,http://www.imdb.com/title/tt0166924/?ref_=fn_tt_tt_1,,,,          
,Buffalo Soldiers,2001,English,UK,Color,Comedy|Crime|Drama|Thriller|War,6.9,berlin wall|germany|murder|soldier|specialist,Gregor Jordan,20730,111,109,R,1,http://www.imdb.com/title/tt0252299/?ref_=fn_tt_tt_1,,,,          
,All the Queen's Men,2001,English,Germany,Color,Action|Comedy|Drama|War,4.5,apostrophe in title|behind enemy lines|box office flop|gay interest|punctuation in title,Stefan Ruzowitzky,2236,40,19,PG-13,1,http://www.imdb.com/title/tt0252223/?ref_=fn_tt_tt_1,,,,          
,Jason X,2001,English,USA,Color,Action|Horror|Sci-Fi|Thriller,4.4,jason voorhees|lake|machete|scientist|slasher,James Isaac,38985,673,205,R,1,http://www.imdb.com/title/tt0211443/?ref_=fn_tt_tt_1,,,,          
,Head Over Heels,2001,English,USA,Color,Comedy|Mystery|Romance,5.4,apartment|fast motion scene|model|private investigation|suspected murder,Mark Waters,11693,104,61,PG-13,5,http://www.imdb.com/title/tt0192111/?ref_=fn_tt_tt_1,,,,          
,Soul Survivors,2001,English,USA,Color,Drama|Horror|Mystery|Thriller,3.9,car accident|college|ghost|girl in panties|white panties,Stephen Carpenter,7277,181,64,PG-13,4,http://www.imdb.com/title/tt0218619/?ref_=fn_tt_tt_1,,,,          
,The Caveman's Valentine,2001,English,USA,Color,Crime|Drama|Music|Mystery|Thriller,6,chrysler building manhattan new york city|delusion|manhattan new york city|new york city|title directed by female,Kasi Lemmons,5602,59,58,R,0,http://www.imdb.com/title/tt0182000/?ref_=fn_tt_tt_1,,,,          
,Save the Last Dance,2001,English,USA,Color,Drama|Music|Romance,6.1,dance|dancing|ghetto|hip hop|imperative in title,Thomas Carter,47876,320,101,PG-13,0,http://www.imdb.com/title/tt0206275/?ref_=fn_tt_tt_1,,,,          
,Two Can Play That Game,2001,English,USA,Color,Comedy|Romance,6.1,advice|battle of the sexes|lingerie|romantic rivalry|rule,Mark Brown,4339,31,40,R,2,http://www.imdb.com/title/tt0269341/?ref_=fn_tt_tt_1,,,,          
,Crazy/Beautiful,2001,English,USA,Color,Drama|Romance,6.5,congressman|high school|latino|pacific palisades|school,John Stockwell,21406,169,84,PG-13,2,http://www.imdb.com/title/tt0250224/?ref_=fn_tt_tt_1,,,,          
,Bubble Boy,2001,English,USA,Color,Adventure|Comedy|Romance|Sci-Fi,5.6,cigarette smoking|hand on butt|niagara falls|plastic bubble|wedding,Blair Hayes,25541,181,47,PG-13,0,http://www.imdb.com/title/tt0258470/?ref_=fn_tt_tt_1,,,,          
,Birthday Girl,2001,English,UK,Color,Comedy|Crime|Thriller,6.1,bank|bank clerk|birthday|mail order bride|russian,Jez Butterworth,21530,159,111,R,1,http://www.imdb.com/title/tt0188453/?ref_=fn_tt_tt_1,,,,          
,How High,2001,English,USA,Color,Comedy|Fantasy,6.2,college|drugs|harvard|pot|smoke,Jesse Dylan,42644,102,34,R,2,http://www.imdb.com/title/tt0278488/?ref_=fn_tt_tt_1,,,,          
,Max Keeble's Big Move,2001,English,USA,Color,Comedy|Crime|Family,5.3,bully|moving|principal|revenge|school,Tim Hill,5794,69,37,PG,0,http://www.imdb.com/title/tt0273799/?ref_=fn_tt_tt_1,,,,          
,Last Orders,2001,English,UK,Color,Drama,7,ashes|butcher|friend|friendship|memory,Fred Schepisi,5016,99,61,R,5,http://www.imdb.com/title/tt0253200/?ref_=fn_tt_tt_1,,,,          
,Corky Romano,2001,English,USA,Color,Comedy|Crime,4.6,fbi|mafia|mobster|undercover|veterinarian,Rob Pritts,10966,100,62,PG-13,1,http://www.imdb.com/title/tt0250310/?ref_=fn_tt_tt_1,,,,          
,Out Cold,2001,English,USA,Color,Comedy|Sport,6.3,alaska|mountain|ski resort|snowboard|snowboarding,Brendan Malloy,14656,90,37,PG-13,0,http://www.imdb.com/title/tt0253798/?ref_=fn_tt_tt_1,,,,          
,Tomcats,2001,English,USA,Color,Comedy,5.3,box office flop|critically bashed|dominatrix|friend|money,Gregory Poirier,15427,121,75,R,0,http://www.imdb.com/title/tt0246989/?ref_=fn_tt_tt_1,,,,          
,Frailty,2001,English,USA,Color,Crime|Drama|Thriller,7.3,demon|fbi|fbi agent|murder|religious fanatic,Bill Paxton,59982,463,161,R,0,http://www.imdb.com/title/tt0264616/?ref_=fn_tt_tt_1,,,,          
,O,2001,English,USA,Color,Drama|Romance|Thriller,6.2,basketball|basketball player|boarding school|love|shakespeare's othello,Tim Blake Nelson,17333,153,92,R,2,http://www.imdb.com/title/tt0184791/?ref_=fn_tt_tt_1,,,,          
,Jeepers Creepers,2001,English,Germany,Color,Horror|Mystery,6.1,demon|gore|record player|tattoo|wings,Victor Salva,86890,985,190,R,0,http://www.imdb.com/title/tt0263488/?ref_=fn_tt_tt_1,,,,          
,Recess: School's Out,2001,English,USA,Color,Animation|Comedy|Family|Mystery|Sci-Fi,6.5,friend|principal|summer|summer camp|summer vacation,Chuck Sheetz,6808,38,44,G,0,http://www.imdb.com/title/tt0265632/?ref_=fn_tt_tt_1,,,,          
,Valentine,2001,English,USA,Color,Horror|Mystery|Thriller,4.7,dance|nosebleed|revenge|valentine|valentine's day,Jamie Blanks,20467,371,120,R,1,http://www.imdb.com/title/tt0242998/?ref_=fn_tt_tt_1,,,,          
,Get Over It,2001,English,USA,Color,Comedy|Romance,5.8,basketball|dancer|high school|love triangle|shakespeare's a midsummer night's dream,Tommy O'Haver,15617,180,63,PG-13,1,http://www.imdb.com/title/tt0192071/?ref_=fn_tt_tt_1,,,,          
,On the Line,2001,English,USA,Color,Comedy|Family|Romance,4.1,based on short film|chicago illinois|el train|love|train,Eric Bross,3662,79,46,PG,2,http://www.imdb.com/title/tt0279286/?ref_=fn_tt_tt_1,,,,          
,Shaolin Soccer,2001,Cantonese,Hong Kong, Black and White,Action|Comedy|Sport,7.3,cult film|kung fu|martial arts|shaolin|soccer,Stephen Chow,56923,243,246,PG,2,http://www.imdb.com/title/tt0286112/?ref_=fn_tt_tt_1,,,,          
,High Heels and Low Lifes,2001,English,UK,Color,Action|Comedy|Drama,6.2,attempted murder|blackmail|diver's watch|nurse|satire,Mel Smith,3080,44,43,R,2,http://www.imdb.com/title/tt0253126/?ref_=fn_tt_tt_1,,,,          
,The Legend of Suriyothai,2001,Thai,Thailand,Color,Action|Adventure|Drama|History|War,6.6,16th century|burmese|invasion|queen|thailand,Chatrichalerm Yukol,1666,47,31,R,3,http://www.imdb.com/title/tt0290879/?ref_=fn_tt_tt_1,,,,          
,Glitter,2001,English,USA,Color,Drama|Music|Romance,2.1,cult film|disc jockey|female protagonist|music business|one word title,Vondie Curtis-Hall,19412,308,66,PG-13,1,http://www.imdb.com/title/tt0118589/?ref_=fn_tt_tt_1,,,,          
,Alias Betty,2001,French,France,Color,Comedy|Crime|Drama|Romance|Thriller,6.9,child|criminal|death|depression|novelist,Claude Miller,1439,26,38,,0,http://www.imdb.com/title/tt0269329/?ref_=fn_tt_tt_1,,,,          
,The Other Side of Heaven,2001,English,USA,Color,Adventure|Biography|Drama,6.5,1950s|idaho|love|missionary|mormon,Mitch Davis,3203,85,27,PG,2,http://www.imdb.com/title/tt0250371/?ref_=fn_tt_tt_1,,,,          
,Nowhere in Africa,2001,English,Germany,Color,Biography|Drama,7.7,breasts|farm|jew|kenya|tween girl,Caroline Link,10672,84,73,R,0,http://www.imdb.com/title/tt0161860/?ref_=fn_tt_tt_1,,,,          
,The Brothers,2001,English,USA,Color,Comedy|Drama,6.3,african american|commitment|friend|friendship|playboy,Gary Hardwick,3198,43,52,R,4,http://www.imdb.com/title/tt0250274/?ref_=fn_tt_tt_1,,,,          
,Hedwig and the Angry Inch,2001,English,USA,Color,Comedy|Drama|Music|Musical,7.8,band|rock band|sex change|song|transsexual,John Cameron Mitchell,26300,231,108,R,0,http://www.imdb.com/title/tt0248845/?ref_=fn_tt_tt_1,,,,          
,Novocaine,2001,English,USA,Color,Comedy|Crime|Drama|Thriller,5.8,dentist|drugs|murder|sex|sunflower,David Atkins,9589,105,84,R,3,http://www.imdb.com/title/tt0234354/?ref_=fn_tt_tt_1,,,,          
,The Business of Strangers,2001,English,USA,Color,Drama|Thriller,6.4,airport|businesswoman|hotel|revenge|vegetarian,Patrick Stettner,3413,78,61,R,2,http://www.imdb.com/title/tt0270259/?ref_=fn_tt_tt_1,,,,          
