movie_title,title_year,language,country,duration,color,genres,imdb_score,plot_keywords,director_name,Actors_name,num_voted_users,num_user_for_reviews,num_critic_for_reviews,content_rating,aspect_ratio,budget,gross,profit,facenumber_in_poster,movie_imdb_link,,,,
3 Strikes,2000,English,USA,82,Color,Comedy,4,adult diaper|diaper|digit in title|dream|sawed off shotgun,DJ Pooh,Mo'Nique |  Mike Epps |  Faizon Love,1415,10,22,R,1.85,6000000,9821335,3821335,1,http://www.imdb.com/title/tt0199290/?ref_=fn_tt_tt_1,,,,          
Psycho Beach Party,2000,English,Australia,85,Color,Comedy|Horror|Mystery,6.3,cliche|exchange student|slasher|spoof|surfing,Robert Lee King,Lauren Ambrose |  Kathleen Robertson |  Beth Broderick,4617,93,51,Unrated,1.85,1500000,265107,-1234893,1,http://www.imdb.com/title/tt0206226/?ref_=fn_tt_tt_1,,,,          
An Everlasting Piece,2000,English,USA,103,Color,Comedy,6.3,alopecia|belfast northern ireland|ireland|irish republican army|scalper,Barry Levinson,Anna Friel |  Brían F. O'Byrne |  Pauline McLynn,1398,26,34,R,1.85,14000000,75078,-13924922,4,http://www.imdb.com/title/tt0218182/?ref_=fn_tt_tt_1,,,,          
The Original Kings of Comedy,2000,English,USA,115,Color,Comedy|Documentary,6.6,backstage|comedian|concert film|emcee|stand up comedian,Spike Lee,Bernie Mac |  Cedric the Entertainer |  Steve Harvey,4687,83,53,R,1.85,3000000,38168022,35168022,0,http://www.imdb.com/title/tt0236388/?ref_=fn_tt_tt_1,,,,          
Pokémon 3: The Movie,2000,Japanese,Japan,93,Color,Action|Adventure|Animation|Family|Fantasy|Sci-Fi,5.6,ash|father|mother|pokemon|professor,Kunihiko Yuyama,Veronica Taylor |  Eric Stuart |  Lisa Ortiz,9066,55,39,G,1.85,16000000,,-16000000,0,http://www.imdb.com/title/tt0235679/?ref_=fn_tt_tt_1,,,,          
Whipped,2000,English,USA,82,Color,Comedy|Romance,4.4,dating|diner|masturbation|urination|washington square manhattan new york city,Peter M. Cohen,Callie Thorne |  Brian Van Holt |  David Heyman,3665,81,48,R,1.85,3000000,4142507,1142507,1,http://www.imdb.com/title/tt0174336/?ref_=fn_tt_tt_1,,,,          
Anatomy,2000,German,Germany,103,Color,Horror|Thriller,6.1,dissection|male pubic hair|medical school|medical student|train,Stefan Ruzowitzky,Benno Fürmann |  Rüdiger Vogler |  Sebastian Blomberg,10220,110,62,R,2.35,8400000,5725,-8394275,0,http://www.imdb.com/title/tt0187696/?ref_=fn_tt_tt_1,,,,          
Amores Perros,2000,Spanish,Mexico,115,Color,Drama|Thriller,8.1,animal in title|dog fight|mexico city|multiple perspectives|nonlinear timeline,Alejandro G. Iñárritu,Adriana Barraza |  Jorge Salinas |  Goya Toledo,173551,361,157,R,1.85,2000000,5383834,3383834,0,http://www.imdb.com/title/tt0245712/?ref_=fn_tt_tt_1,,,,          
Dinner Rush,2000,English,USA,99,Color,Crime|Drama|Romance,7.3,detective|food|gangster|police|restaurant,Bob Giraldi,Danny Aiello |  Manny Perez |  Ajay Naidu,4359,73,39,R,1.85,,110000,110000,1,http://www.imdb.com/title/tt0229340/?ref_=fn_tt_tt_1,,,,          
Hum To Mohabbat Karega,2000,Hindi,India,,Color,Action|Comedy|Romance|Thriller,2.8,elevator|news reporter|police|restaurant|waiter,Kundan Shah,Karisma Kapoor |  Bobby Deol |  Shakti Kapoor,275,1,1,,,,,0,2,http://www.imdb.com/title/tt0249588/?ref_=fn_tt_tt_1,,,,          
Songcatcher,2000,English,USA,109,Color,Drama|Music,7.3,doctor|mountain|musician|song|university,Maggie Greenwald,Aidan Quinn |  David Patrick Kelly |  Jane Adams,2794,78,39,PG-13,1.85,1800000,3050934,1250934,1,http://www.imdb.com/title/tt0210299/?ref_=fn_tt_tt_1,,,,          
Nine Queens,2000,Spanish,Argentina,114,Color,Crime|Drama|Thriller,7.9,con artist|hotel|partner|scam|stamp,Fabián Bielinsky,Ricardo Darín |  Gastón Pauls |  Leticia Brédice,38215,125,94,R,1.85,1500000,1221261,-278739,0,http://www.imdb.com/title/tt0247586/?ref_=fn_tt_tt_1,,,,          
You Can Count on Me,2000,English,USA,111,Color,Drama,7.7,bank|car accident|cheating husband|new york|single mother,Kenneth Lonergan,Matthew Broderick |  Rory Culkin |  Gaby Hoffmann,22145,231,122,R,1.85,1200000,9180275,7980275,0,http://www.imdb.com/title/tt0203230/?ref_=fn_tt_tt_1,,,,          
The Broken Hearts Club: A Romantic Comedy,2000,English,USA,94,Color,Comedy|Drama|Romance|Sport,7,friend|gay|lesbian|photographer|restaurant,Greg Berlanti,Justin Theroux |  Nia Long |  Mary McCormack,6084,120,51,R,2.35,1000000,1744858,744858,1,http://www.imdb.com/title/tt0222850/?ref_=fn_tt_tt_1,,,,          
Fiza,2000,Hindi,India,167, Black and White,Drama|Romance,6.2,mumbai riots|politician|riot|suicide|tragic event,Khalid Mohamed,Karisma Kapoor |  Manoj Bajpayee |  Jaya Bhaduri,2715,19,1,,2.35,1000000,610991,-389009,3,http://www.imdb.com/title/tt0248012/?ref_=fn_tt_tt_1,,,,          
Luminarias,2000,English,USA,100,Color,Comedy|Romance,3.6,divorce|friend|jewish|lent|restaurant,José Luis Valenzuela,Cheech Marin |  Lupe Ontiveros |  Robert Beltran,505,32,13,R,,1000000,428535,-571465,1,http://www.imdb.com/title/tt0160498/?ref_=fn_tt_tt_1,,,,          
Lisa Picard Is Famous,2000,English,USA,90,Color,Comedy|Drama,5.7,actress|fame|inside joke|new york|one man show,Griffin Dunne,Mira Sorvino |  Fisher Stevens |  Melissa Gilbert,455,16,13,PG-13,,,112521,112521,1,http://www.imdb.com/title/tt0233699/?ref_=fn_tt_tt_1,,,,          
The Specials,2000,English,USA,82,Color,Action|Comedy|Fantasy|Sci-Fi,6,action figure|press conference|superhero|superhero team|toy,Craig Mazin,Judy Greer |  James Gunn |  Jamie Kennedy,1938,54,29,R,1.85,1000000,12996,-987004,0,http://www.imdb.com/title/tt0181836/?ref_=fn_tt_tt_1,,,,          
The Young Unknowns,2000,English,USA,87,Color,Drama,4.2,based on play|independent film,Catherine Jelski,Leslie Bibb |  Eion Bailey |  Arly Jover,122,3,13,R,,,58163,58163,0,http://www.imdb.com/title/tt0186719/?ref_=fn_tt_tt_1,,,,          
Mercy Streets,2000,English,USA,106,Color,Action|Crime|Drama,5.6,church|cigarette smoking|deacon|twin brother|twins,Jon Gunn,Stacy Keach |  David A.R. White |  Cynthia Watros,448,16,15,PG-13,1.85,600000,171988,-428012,1,http://www.imdb.com/title/tt0243415/?ref_=fn_tt_tt_1,,,,          
Groove,2000,English,USA,86,Color,Drama|Music,6.5,dj|ecstasy the drug|rave|raver|warehouse,Greg Harrison,Rachel True |  Ari Gold |  Denny Kirkwood,3562,74,46,R,1.85,500000,1114943,614943,0,http://www.imdb.com/title/tt0212974/?ref_=fn_tt_tt_1,,,,          
Everything Put Together,2000,English,USA,87,Color,Drama,6.6,group of friends|mental breakdown|mental instability|morgue|sudden infant death syndrome,Marc Forster,Radha Mitchell |  Alan Ruck |  Megan Mullally,601,10,24,R,1.85,100000,,-100000,0,http://www.imdb.com/title/tt0228277/?ref_=fn_tt_tt_1,,,,          
Chuck & Buck,2000,English,USA,96,Color,Comedy|Drama,6.6,best friend|bisexuality|friend|gay kiss|sexuality,Miguel Arteta,Lupe Ontiveros |  Mike White |  Chris Weitz,4662,136,59,R,1.85,250000,1050600,800600,0,http://www.imdb.com/title/tt0200530/?ref_=fn_tt_tt_1,,,,          
Urbania,2000,English,USA,106,Color,Drama,7,hot dog bun|needle|new york|rat|tourist,Jon Shear,Dan Futterman |  Josh Hamilton |  Matt Keeslar,2742,73,38,R,1.85,225000,1027119,802119,1,http://www.imdb.com/title/tt0182508/?ref_=fn_tt_tt_1,,,,          
Tadpole,2000,English,USA,78,Color,Comedy|Drama|Romance,6.3,best friend|boy|french|friend|love,Gary Winick,Bebe Neuwirth |  Aaron Stanford |  Ron Rifkin,5178,101,91,PG-13,1.85,150000,2882062,2732062,2,http://www.imdb.com/title/tt0271219/?ref_=fn_tt_tt_1,,,,          
George Washington,2000,English,USA,90,Color,Drama,7.5,cover up|north carolina|redemption|small town|teenager,David Gordon Green,Paul Schneider |  Eddie Rouse |  Damian Jewan Lee,6246,76,75,Unrated,2.35,42000,241816,199816,0,http://www.imdb.com/title/tt0262432/?ref_=fn_tt_tt_1,,,,          
The Circle,2000,Persian,Iran,90,Color,Drama,7.5,abortion|bus|hospital|prison|prostitution,Jafar Panahi,Fereshteh Sadre Orafaiy |  Nargess Mamizadeh |  Mojgan Faramarzi,4555,26,64,Not Rated,1.85,10000,673780,663780,0,http://www.imdb.com/title/tt0255094/?ref_=fn_tt_tt_1,,,,          
Rules of Engagement            ,2000,English,USA,22,Color,Comedy|Romance,7.3,fiance|fiancee|magazine editor|naivety|womanizer,,Bianca Kajlich |  Oliver Hudson |  Adhir Kalyan,26404,41,8,TV-PG,1.78,,,0,3,http://www.imdb.com/title/tt0790772/?ref_=fn_tt_tt_1,,,,          
Yu-Gi-Oh! Duel Monsters            ,2000,Japanese,Japan,24,Color,Action|Adventure|Animation|Family|Fantasy,7,anime|based on manga|hero|surrealism|zen,,Pablo Sevilla,12417,51,6,,,,,0,0,http://www.imdb.com/title/tt0249327/?ref_=fn_tt_tt_1,,,,          
Saving Grace            ,2000,English,USA,60,Color,Drama|Fantasy,7.5,catholic|death row|inmate|oklahoma city|sexual promiscuity,,Holly Hunter |  Dylan Minnette |  Bokeem Woodbine,3852,47,9,TV-MA,1.78,,,0,1,http://www.imdb.com/title/tt0830900/?ref_=fn_tt_tt_1,,,,          
The Fast and the Furious,2001,English,USA,106,Color,Action|Crime|Thriller,6.7,eighteen wheeler|illegal street racing|truck|trucker|undercover cop,Rob Cohen,Paul Walker |  Vin Diesel |  Jordana Brewster,272223,988,187,PG-13,2.35,38000000,144512310,106512310,2,http://www.imdb.com/title/tt0232500/?ref_=fn_tt_tt_1,,,,          
Pearl Harbor,2001,English,USA,184, Black and White,Action|Drama|History|Romance|War,6.1,air raid|black smoke|japanese military|japanese navy|sunday,Michael Bay,Jennifer Garner |  Jaime King |  Mako,254111,1999,191,PG-13,2.35,140000000,198539855,58539855,0,http://www.imdb.com/title/tt0213149/?ref_=fn_tt_tt_1,,,,          
Final Fantasy: The Spirits Within,2001,English,USA,106,Color,Action|Adventure|Animation|Fantasy|Romance|Sci-Fi,6.4,general|military|scientist|soldier|year 2065,Hironobu Sakaguchi,Steve Buscemi |  Ming-Na Wen |  Jean Simmons,72259,788,166,PG-13,1.85,137000000,32131830,-104868170,1,http://www.imdb.com/title/tt0173840/?ref_=fn_tt_tt_1,,,,          
Harry Potter and the Sorcerer's Stone,2001,English,UK,159,Color,Adventure|Family|Fantasy,7.5,based on novel|birthday|evil wizard|quidditch|wizard,Chris Columbus,Daniel Radcliffe |  Fiona Shaw |  Verne Troyer,444683,1571,258,PG,2.35,125000000,317557891,192557891,4,http://www.imdb.com/title/tt0241527/?ref_=fn_tt_tt_1,,,,          
"Monsters, Inc.",2001,English,USA,92,Color,Adventure|Animation|Comedy|Family|Fantasy,8.1,friend|little girl|monster|rival|scream,Pete Docter,Steve Buscemi |  John Ratzenberger |  James Coburn,585659,593,250,G,1.85,115000000,289907418,174907418,0,http://www.imdb.com/title/tt0198781/?ref_=fn_tt_tt_1,,,,          
The Lord of the Rings: The Fellowship of the Ring,2001,English,New Zealand,171,Color,Action|Adventure|Drama|Fantasy,8.8,elf|hobbit|middle earth|quest|ring,Peter Jackson,Christopher Lee |  Orlando Bloom |  Billy Boyd,1238746,5060,297,PG-13,2.35,93000000,313837577,220837577,2,http://www.imdb.com/title/tt0120737/?ref_=fn_tt_tt_1,,,,          
Ali,2001,English,USA,165, Black and White,Biography|Drama|Sport,6.8,african american protagonist|african americans|boxing gym|gym|rumble in the jungle,Michael Mann,Will Smith |  Jada Pinkett Smith |  Joe Morton,79186,386,174,R,2.35,107000000,58183966,-48816034,1,http://www.imdb.com/title/tt0248667/?ref_=fn_tt_tt_1,,,,          
Town & Country,2001,English,New Line,104,Color,Comedy|Romance,4.4,anniversary|architect|cellist|friend|hardware store,Peter Chelsom,Del Zamora |  Warren Beatty |  Garry Shandling,4102,89,62,R,1.85,90000000,6712451,-83287549,0,http://www.imdb.com/title/tt0141907/?ref_=fn_tt_tt_1,,,,          
Planet of the Apes,2001,English,USA,119,Color,Action|Adventure|Sci-Fi|Thriller,5.7,astronaut|cage|planet|wilhelm scream|year 2029,Tim Burton,Cary-Hiroyuki Tagawa |  Estella Warren |  Erick Avari,177725,1368,230,PG-13,2.35,100000000,180011740,80011740,0,http://www.imdb.com/title/tt0133152/?ref_=fn_tt_tt_1,,,,          
The Mummy Returns,2001,English,USA,130,Color,Action|Adventure|Fantasy|Thriller,6.3,ancient egypt|bracelet|king|scorpion|son,Stephen Sommers,Dwayne Johnson |  Brendan Fraser |  Patricia Velasquez,248045,890,202,PG-13,2.35,98000000,202007640,104007640,5,http://www.imdb.com/title/tt0209163/?ref_=fn_tt_tt_1,,,,          
Black Hawk Down,2001,English,USA,152,Color,Drama|History|War,7.7,army|helicopter|somali|somalia|warlord,Ridley Scott,Ioan Gruffudd |  Sam Shepard |  Ewen Bremner,292022,1103,200,R,2.35,92000000,108638745,16638745,0,http://www.imdb.com/title/tt0265086/?ref_=fn_tt_tt_1,,,,          
Lara Croft: Tomb Raider,2001,English,USA,100,Color,Action|Adventure|Fantasy|Thriller,5.7,illuminati|planetary alignment|time|tomb|tomb raider,Simon West,Angelina Jolie Pitt |  Noah Taylor |  Chris Barrie,157016,824,199,PG-13,2.35,115000000,131144183,16144183,1,http://www.imdb.com/title/tt0146316/?ref_=fn_tt_tt_1,,,,          
Jurassic Park III,2001,English,USA,92,Color,Action|Adventure|Sci-Fi|Thriller,5.9,dinosaur|island|jurassic park|paleontologist|search,Joe Johnston,Michael Jeter |  Trevor Morgan |  Alessandro Nivola,219501,1236,198,PG-13,1.85,93000000,181166115,88166115,0,http://www.imdb.com/title/tt0163025/?ref_=fn_tt_tt_1,,,,          
Rush Hour 2,2001,English,USA,90,Color,Action|Comedy|Crime|Thriller,6.6,boat|gang|hong kong|triad|vacation,Brett Ratner,Mei Melançon |  John Lone |  Harris Yulin,160440,394,127,PG-13,2.35,90000000,226138454,136138454,2,http://www.imdb.com/title/tt0266915/?ref_=fn_tt_tt_1,,,,          
Atlantis: The Lost Empire,2001,English,USA,95,Color,Action|Adventure|Animation|Family|Fantasy|Sci-Fi,6.8,atlantis|crew|expedition|journal|museum,Gary Trousdale,Leonard Nimoy |  Jim Varney |  Cree Summer,72591,289,146,PG,2.35,120000000,84037039,-35962961,0,http://www.imdb.com/title/tt0230011/?ref_=fn_tt_tt_1,,,,          
A.I. Artificial Intelligence,2001,English,USA,146,Color,Adventure|Drama|Sci-Fi,7.1,affection|boy|fairy|future|robot,Steven Spielberg,Haley Joel Osment |  William Hurt |  Kevin Sussman,238747,2153,281,PG-13,1.85,100000000,78616689,-21383311,0,http://www.imdb.com/title/tt0212720/?ref_=fn_tt_tt_1,,,,          
Spy Game,2001,English,Germany,114,Color,Action|Crime|Thriller,7,china|cia|cold war|friendship|retirement,Tony Scott,Brad Pitt |  Stephen Dillane |  Catherine McCormack,121259,361,142,R,2.35,92000000,26871,-91973129,2,http://www.imdb.com/title/tt0266987/?ref_=fn_tt_tt_1,,,,          
The Fast and the Furious,2001,English,USA,106,Color,Action|Crime|Thriller,6.7,eighteen wheeler|illegal street racing|truck|trucker|undercover cop,Rob Cohen,Paul Walker |  Vin Diesel |  Jordana Brewster,272223,988,187,PG-13,2.35,38000000,144512310,106512310,2,http://www.imdb.com/title/tt0232500/?ref_=fn_tt_tt_1,,,,          
Ocean's Eleven,2001,English,USA,116,Color,Crime|Thriller,7.8,card dealer|casino|criminal mastermind|recruiting|ulcer,Steven Soderbergh,Brad Pitt |  Bernie Mac |  Elliott Gould,402645,845,186,PG-13,2.35,85000000,183405771,98405771,4,http://www.imdb.com/title/tt0240772/?ref_=fn_tt_tt_1,,,,          
Enemy at the Gates,2001,English,USA,131,Color,Drama|History|War,7.6,battle|german|russian|sniper|stalingrad,Jean-Jacques Annaud,Bob Hoskins |  Gabriel Thomson |  Clemens Schick,188887,662,187,R,2.35,68000000,51396781,-16603219,1,http://www.imdb.com/title/tt0215750/?ref_=fn_tt_tt_1,,,,          
Swordfish,2001,English,USA,99,Color,Action|Crime|Thriller,6.5,computer|secret agent|terrorism|told in flashback|wearing a sound wire,Dominic Sena,Hugh Jackman |  Don Cheadle |  Sam Shepard,155532,543,166,R,2.35,80000000,69772969,-10227031,4,http://www.imdb.com/title/tt0244244/?ref_=fn_tt_tt_1,,,,          
A Beautiful Mind,2001,English,USA,135,Color,Biography|Drama,8.2,conspiracy|cryptography|mathematician|mental illness|nobel prize,Ron Howard,Adam Goldberg |  Austin Pendleton |  Judd Hirsch,610568,1171,205,PG-13,1.85,58000000,170708996,112708996,0,http://www.imdb.com/title/tt0268978/?ref_=fn_tt_tt_1,,,,          
Bandits,2001,English,USA,123,Color,Comedy|Crime|Drama|Romance,6.6,bank manager|hypochondriac|love triangle|prison|television,Barry Levinson,Bruce Willis |  Brían F. O'Byrne |  Azura Skye,57038,261,132,PG-13,2.35,80000000,41523271,-38476729,2,http://www.imdb.com/title/tt0219965/?ref_=fn_tt_tt_1,,,,          
Monkeybone,2001,English,USA,93,Color,Animation|Comedy|Fantasy,4.7,carnival|coma|death|monkey|nightmare,Henry Selick,Brendan Fraser |  Bridget Fonda |  Megan Mullally,14280,171,74,PG-13,1.85,75000000,5409517,-69590483,0,http://www.imdb.com/title/tt0166276/?ref_=fn_tt_tt_1,,,,          
Dr. Dolittle 2,2001,English,USA,87,Color,Comedy|Family|Fantasy,4.6,bear|doctor|false accusation|man with glasses|second part,Steve Carr,Raven-Symoné |  Jeffrey Jones |  Kevin Pollak,33884,79,91,PG,2.35,72000000,112950721,40950721,0,http://www.imdb.com/title/tt0240462/?ref_=fn_tt_tt_1,,,,          
The Majestic,2001,English,USA,152,Color,Drama|Romance,6.9,amnesia|california|communist|small town|writer,Frank Darabont,Martin Landau |  Hal Holbrook |  Jeffrey DeMunn,45031,376,128,PG,1.85,72000000,27796042,-44203958,1,http://www.imdb.com/title/tt0268995/?ref_=fn_tt_tt_1,,,,          
Driven,2001,English,USA,116,Color,Action|Drama|Sport,4.5,car race|german|race car|race car driver|rookie,Renny Harlin,Sylvester Stallone |  Estella Warren |  Cristián de la Fuente,34435,346,109,PG-13,2.35,72000000,32616869,-39383131,0,http://www.imdb.com/title/tt0132245/?ref_=fn_tt_tt_1,,,,          
Vanilla Sky,2001,English,USA,141,Color,Fantasy|Mystery|Romance|Sci-Fi|Thriller,6.9,death|dream|love|lynchian|reality,Cameron Crowe,Tom Cruise |  Ivana Milicevic |  Noah Taylor,206776,1248,153,R,1.85,68000000,100614858,32614858,1,http://www.imdb.com/title/tt0259711/?ref_=fn_tt_tt_1,,,,          
Osmosis Jones,2001,English,USA,95,Color,Action|Adventure|Animation|Comedy|Crime|Family|Fantasy,6.2,blood|body|egg|virus|white blood cell,Bobby Farrelly,Ron Howard |  Brandy Norwood |  David Hyde Pierce,25572,123,81,PG,2.35,70000000,13596911,-56403089,0,http://www.imdb.com/title/tt0181739/?ref_=fn_tt_tt_1,,,,          
The Score,2001,English,USA,124,Color,Crime|Drama|Thriller,6.8,partner|running|scepter|surveillance|thief,Frank Oz,Robert De Niro |  Marlon Brando |  Gary Farmer,101899,445,141,R,2.35,68000000,71069884,3069884,0,http://www.imdb.com/title/tt0227445/?ref_=fn_tt_tt_1,,,,          
3000 Miles to Graceland,2001,English,USA,125,Color,Action|Comedy|Crime|Thriller,5.9,casino|elvis impersonator|gun|heist|rascal,Demian Lichtenstein,Jon Lovitz |  Bokeem Woodbine |  Ice-T,38076,399,113,R,2.35,42000000,15738632,-26261368,2,http://www.imdb.com/title/tt0233142/?ref_=fn_tt_tt_1,,,,          
Cats & Dogs,2001,English,USA,87,Color,Action|Comedy|Family|Fantasy,5.2,cartoon on tv|cat|dog|scientist|secret agent,Lawrence Guterman,Carol Ann Susi |  Elizabeth Perkins |  Miriam Margolyes,46031,235,105,PG,1.85,60000000,93375151,33375151,0,http://www.imdb.com/title/tt0239395/?ref_=fn_tt_tt_1,,,,          
The Last Castle,2001,English,USA,131,Color,Action|Drama|Thriller,6.9,colonel|general|military|prison|three star general,Rod Lurie,Clifton Collins Jr. |  Delroy Lindo |  Michael Irby,57100,281,110,R,2.35,60000000,18208078,-41791922,3,http://www.imdb.com/title/tt0272020/?ref_=fn_tt_tt_1,,,,          
Captain Corelli's Mandolin,2001,English,UK,131,Color,Drama|Music|Romance|War,5.9,captain|greek|island|italian|love,John Madden,Christian Bale |  Irene Papas |  Mihalis Giannatos,28099,220,96,R,2.35,57000000,25528495,-31471505,2,http://www.imdb.com/title/tt0238112/?ref_=fn_tt_tt_1,,,,          
Moulin Rouge!,2001,English,USA,127, Black and White,Drama|Musical|Romance,7.6,death of main character|eiffel tower paris|jealousy|tragedy|two suitors,Baz Luhrmann,Jim Broadbent |  Kylie Minogue |  Richard Roxburgh,224013,2319,209,PG-13,2.35,52500000,57386369,4886369,1,http://www.imdb.com/title/tt0203009/?ref_=fn_tt_tt_1,,,,          
Domestic Disturbance,2001,English,USA,89,Color,Crime|Mystery|Thriller,5.5,amateur detective|boat builder|boy|stepfather|witness,Harold Becker,Steve Buscemi |  Teri Polo |  Matt O'Leary,21283,190,98,PG-13,2.35,53000000,45207112,-7792888,1,http://www.imdb.com/title/tt0249478/?ref_=fn_tt_tt_1,,,,          
